Número de Orden,Número de Mesa,Nombre del Plato,Descripción del Plato,Costo Unitario,Precio Unitario,Cantidad Ordenada,Tiempo de Preparación,Observaciones
562,20,Plato_9,Descripción del Plato_9,17,29,2,7,Ninguna
562,20,Plato_7,Descripción del Plato_7,14,24,2,22,Ninguna
562,20,Plato_17,Descripción del Plato_17,19,31,2,42,Sin cebolla
563,12,Plato_6,Descripción del Plato_6,16,27,2,37,Sin cebolla
564,9,Plato_19,Descripción del Plato_19,22,36,1,7,Sin cebolla
564,9,Plato_20,Descripción del Plato_20,25,40,2,36,Sin cebolla
564,9,Plato_3,Descripción del Plato_3,12,20,2,11,Sin cebolla
565,3,Plato_15,Descripción del Plato_15,19,32,3,19,Ninguna
565,3,Plato_4,Descripción del Plato_4,10,18,3,53,Sin cebolla
565,3,Plato_11,Descripción del Plato_11,20,33,2,21,Sin cebolla
565,3,Plato_8,Descripción del Plato_8,21,35,1,5,Sin cebolla
566,4,Plato_10,Descripción del Plato_10,15,26,3,56,Ninguna
567,15,Plato_16,Descripción del Plato_16,16,28,2,9,Ninguna
567,15,Plato_11,Descripción del Plato_11,20,33,2,34,Sin cebolla
567,15,Plato_18,Descripción del Plato_18,20,34,2,18,Ninguna
567,15,Plato_13,Descripción del Plato_13,13,21,3,41,Sin cebolla
568,5,Plato_18,Descripción del Plato_18,20,34,3,40,Ninguna
568,5,Plato_20,Descripción del Plato_20,25,40,2,44,Sin cebolla
569,12,Plato_18,Descripción del Plato_18,20,34,2,26,Ninguna
569,12,Plato_13,Descripción del Plato_13,13,21,3,32,Sin cebolla
570,1,Plato_11,Descripción del Plato_11,20,33,1,38,Ninguna
570,1,Plato_10,Descripción del Plato_10,15,26,2,8,Sin cebolla
571,15,Plato_6,Descripción del Plato_6,16,27,2,26,Ninguna
572,19,Plato_2,Descripción del Plato_2,18,30,1,34,Sin cebolla
572,19,Plato_5,Descripción del Plato_5,13,22,2,10,Sin cebolla
573,7,Plato_13,Descripción del Plato_13,13,21,3,41,Ninguna
573,7,Plato_18,Descripción del Plato_18,20,34,3,28,Sin cebolla
574,20,Plato_10,Descripción del Plato_10,15,26,3,50,Sin cebolla
574,20,Plato_19,Descripción del Plato_19,22,36,2,40,Ninguna
574,20,Plato_4,Descripción del Plato_4,10,18,2,37,Sin cebolla
574,20,Plato_13,Descripción del Plato_13,13,21,1,41,Sin cebolla
575,15,Plato_4,Descripción del Plato_4,10,18,1,44,Ninguna
576,9,Plato_11,Descripción del Plato_11,20,33,1,46,Ninguna
576,9,Plato_17,Descripción del Plato_17,19,31,3,32,Ninguna
576,9,Plato_19,Descripción del Plato_19,22,36,3,37,Sin cebolla
577,5,Plato_4,Descripción del Plato_4,10,18,1,10,Sin cebolla
577,5,Plato_5,Descripción del Plato_5,13,22,1,15,Ninguna
578,11,Plato_2,Descripción del Plato_2,18,30,3,44,Ninguna
579,9,Plato_1,Descripción del Plato_1,15,25,2,48,Ninguna
580,10,Plato_11,Descripción del Plato_11,20,33,1,30,Ninguna
581,18,Plato_11,Descripción del Plato_11,20,33,1,15,Ninguna
581,18,Plato_2,Descripción del Plato_2,18,30,3,40,Ninguna
582,3,Plato_6,Descripción del Plato_6,16,27,2,42,Sin cebolla
583,9,Plato_12,Descripción del Plato_12,11,19,3,15,Ninguna
583,9,Plato_4,Descripción del Plato_4,10,18,1,11,Ninguna
583,9,Plato_7,Descripción del Plato_7,14,24,2,29,Sin cebolla
583,9,Plato_20,Descripción del Plato_20,25,40,3,50,Sin cebolla
584,9,Plato_13,Descripción del Plato_13,13,21,1,57,Sin cebolla
584,9,Plato_17,Descripción del Plato_17,19,31,2,34,Ninguna
584,9,Plato_16,Descripción del Plato_16,16,28,2,23,Ninguna
585,3,Plato_15,Descripción del Plato_15,19,32,1,35,Sin cebolla
585,3,Plato_8,Descripción del Plato_8,21,35,1,8,Sin cebolla
585,3,Plato_4,Descripción del Plato_4,10,18,2,22,Ninguna
585,3,Plato_1,Descripción del Plato_1,15,25,1,30,Sin cebolla
586,17,Plato_11,Descripción del Plato_11,20,33,3,47,Sin cebolla
586,17,Plato_7,Descripción del Plato_7,14,24,3,45,Ninguna
587,7,Plato_7,Descripción del Plato_7,14,24,2,43,Sin cebolla
588,15,Plato_10,Descripción del Plato_10,15,26,1,25,Sin cebolla
588,15,Plato_1,Descripción del Plato_1,15,25,3,12,Sin cebolla
589,10,Plato_14,Descripción del Plato_14,14,23,1,45,Ninguna
589,10,Plato_18,Descripción del Plato_18,20,34,3,59,Ninguna
589,10,Plato_13,Descripción del Plato_13,13,21,3,7,Ninguna
589,10,Plato_15,Descripción del Plato_15,19,32,3,9,Ninguna
590,3,Plato_18,Descripción del Plato_18,20,34,3,43,Sin cebolla
590,3,Plato_3,Descripción del Plato_3,12,20,1,21,Sin cebolla
591,11,Plato_20,Descripción del Plato_20,25,40,3,51,Ninguna
592,5,Plato_5,Descripción del Plato_5,13,22,2,59,Ninguna
592,5,Plato_1,Descripción del Plato_1,15,25,2,42,Ninguna
593,17,Plato_20,Descripción del Plato_20,25,40,1,30,Ninguna
593,17,Plato_17,Descripción del Plato_17,19,31,1,8,Ninguna
593,17,Plato_11,Descripción del Plato_11,20,33,2,5,Sin cebolla
593,17,Plato_19,Descripción del Plato_19,22,36,2,5,Ninguna
594,17,Plato_11,Descripción del Plato_11,20,33,1,5,Ninguna
594,17,Plato_5,Descripción del Plato_5,13,22,3,44,Ninguna
594,17,Plato_3,Descripción del Plato_3,12,20,2,49,Ninguna
595,9,Plato_13,Descripción del Plato_13,13,21,2,5,Ninguna
595,9,Plato_2,Descripción del Plato_2,18,30,1,44,Sin cebolla
596,18,Plato_14,Descripción del Plato_14,14,23,2,47,Sin cebolla
596,18,Plato_7,Descripción del Plato_7,14,24,2,50,Sin cebolla
596,18,Plato_15,Descripción del Plato_15,19,32,3,42,Sin cebolla
596,18,Plato_1,Descripción del Plato_1,15,25,2,19,Ninguna
597,16,Plato_16,Descripción del Plato_16,16,28,1,39,Sin cebolla
597,16,Plato_4,Descripción del Plato_4,10,18,1,55,Sin cebolla
597,16,Plato_20,Descripción del Plato_20,25,40,2,39,Sin cebolla
597,16,Plato_7,Descripción del Plato_7,14,24,1,8,Sin cebolla
598,9,Plato_10,Descripción del Plato_10,15,26,2,44,Ninguna
598,9,Plato_15,Descripción del Plato_15,19,32,2,22,Ninguna
598,9,Plato_17,Descripción del Plato_17,19,31,3,15,Ninguna
599,11,Plato_18,Descripción del Plato_18,20,34,2,5,Ninguna
599,11,Plato_17,Descripción del Plato_17,19,31,1,49,Ninguna
599,11,Plato_8,Descripción del Plato_8,21,35,2,54,Ninguna
600,14,Plato_16,Descripción del Plato_16,16,28,3,22,Sin cebolla
600,14,Plato_2,Descripción del Plato_2,18,30,2,43,Ninguna
601,13,Plato_20,Descripción del Plato_20,25,40,2,11,Sin cebolla
601,13,Plato_16,Descripción del Plato_16,16,28,3,28,Ninguna
601,13,Plato_14,Descripción del Plato_14,14,23,1,44,Sin cebolla
601,13,Plato_8,Descripción del Plato_8,21,35,3,32,Ninguna
602,12,Plato_8,Descripción del Plato_8,21,35,2,56,Ninguna
602,12,Plato_5,Descripción del Plato_5,13,22,3,58,Ninguna
602,12,Plato_2,Descripción del Plato_2,18,30,3,12,Ninguna
602,12,Plato_20,Descripción del Plato_20,25,40,1,36,Sin cebolla
603,19,Plato_17,Descripción del Plato_17,19,31,2,17,Ninguna
604,14,Plato_8,Descripción del Plato_8,21,35,3,42,Ninguna
605,19,Plato_3,Descripción del Plato_3,12,20,1,47,Ninguna
605,19,Plato_20,Descripción del Plato_20,25,40,1,24,Sin cebolla
605,19,Plato_8,Descripción del Plato_8,21,35,2,55,Sin cebolla
605,19,Plato_2,Descripción del Plato_2,18,30,3,50,Sin cebolla
606,1,Plato_1,Descripción del Plato_1,15,25,2,47,Ninguna
606,1,Plato_6,Descripción del Plato_6,16,27,3,48,Sin cebolla
606,1,Plato_10,Descripción del Plato_10,15,26,2,50,Sin cebolla
607,10,Plato_20,Descripción del Plato_20,25,40,1,25,Ninguna
607,10,Plato_16,Descripción del Plato_16,16,28,1,44,Ninguna
608,7,Plato_9,Descripción del Plato_9,17,29,1,45,Ninguna
609,1,Plato_15,Descripción del Plato_15,19,32,1,27,Sin cebolla
610,19,Plato_10,Descripción del Plato_10,15,26,1,39,Sin cebolla
610,19,Plato_4,Descripción del Plato_4,10,18,1,8,Ninguna
611,13,Plato_13,Descripción del Plato_13,13,21,2,53,Sin cebolla
611,13,Plato_19,Descripción del Plato_19,22,36,1,30,Sin cebolla
612,11,Plato_6,Descripción del Plato_6,16,27,1,26,Ninguna
612,11,Plato_19,Descripción del Plato_19,22,36,3,37,Ninguna
612,11,Plato_16,Descripción del Plato_16,16,28,2,15,Ninguna
612,11,Plato_3,Descripción del Plato_3,12,20,2,51,Ninguna
613,1,Plato_12,Descripción del Plato_12,11,19,3,41,Sin cebolla
613,1,Plato_14,Descripción del Plato_14,14,23,3,23,Sin cebolla
613,1,Plato_4,Descripción del Plato_4,10,18,3,31,Sin cebolla
613,1,Plato_8,Descripción del Plato_8,21,35,3,57,Sin cebolla
614,19,Plato_7,Descripción del Plato_7,14,24,3,50,Ninguna
615,7,Plato_17,Descripción del Plato_17,19,31,3,50,Ninguna
615,7,Plato_14,Descripción del Plato_14,14,23,3,43,Ninguna
615,7,Plato_1,Descripción del Plato_1,15,25,3,41,Ninguna
615,7,Plato_15,Descripción del Plato_15,19,32,3,22,Sin cebolla
616,4,Plato_7,Descripción del Plato_7,14,24,3,33,Ninguna
616,4,Plato_2,Descripción del Plato_2,18,30,2,14,Sin cebolla
617,13,Plato_10,Descripción del Plato_10,15,26,2,18,Sin cebolla
617,13,Plato_2,Descripción del Plato_2,18,30,3,33,Sin cebolla
618,3,Plato_15,Descripción del Plato_15,19,32,2,6,Sin cebolla
618,3,Plato_17,Descripción del Plato_17,19,31,3,35,Ninguna
618,3,Plato_4,Descripción del Plato_4,10,18,3,24,Ninguna
618,3,Plato_19,Descripción del Plato_19,22,36,3,53,Ninguna
619,6,Plato_6,Descripción del Plato_6,16,27,2,40,Ninguna
619,6,Plato_10,Descripción del Plato_10,15,26,3,56,Sin cebolla
620,16,Plato_12,Descripción del Plato_12,11,19,3,40,Sin cebolla
621,5,Plato_8,Descripción del Plato_8,21,35,3,8,Sin cebolla
622,7,Plato_17,Descripción del Plato_17,19,31,3,53,Ninguna
622,7,Plato_16,Descripción del Plato_16,16,28,1,25,Ninguna
623,13,Plato_5,Descripción del Plato_5,13,22,2,23,Ninguna
623,13,Plato_8,Descripción del Plato_8,21,35,2,59,Ninguna
623,13,Plato_1,Descripción del Plato_1,15,25,1,20,Ninguna
623,13,Plato_15,Descripción del Plato_15,19,32,3,43,Sin cebolla
624,1,Plato_19,Descripción del Plato_19,22,36,1,19,Sin cebolla
624,1,Plato_7,Descripción del Plato_7,14,24,1,45,Ninguna
624,1,Plato_13,Descripción del Plato_13,13,21,2,15,Sin cebolla
625,5,Plato_4,Descripción del Plato_4,10,18,2,12,Ninguna
625,5,Plato_20,Descripción del Plato_20,25,40,1,46,Sin cebolla
625,5,Plato_13,Descripción del Plato_13,13,21,3,39,Ninguna
626,14,Plato_2,Descripción del Plato_2,18,30,2,11,Ninguna
626,14,Plato_7,Descripción del Plato_7,14,24,2,36,Sin cebolla
626,14,Plato_9,Descripción del Plato_9,17,29,1,11,Sin cebolla
627,4,Plato_13,Descripción del Plato_13,13,21,1,37,Ninguna
628,2,Plato_7,Descripción del Plato_7,14,24,2,10,Ninguna
628,2,Plato_20,Descripción del Plato_20,25,40,3,33,Sin cebolla
629,17,Plato_18,Descripción del Plato_18,20,34,1,22,Sin cebolla
629,17,Plato_3,Descripción del Plato_3,12,20,3,19,Ninguna
629,17,Plato_4,Descripción del Plato_4,10,18,2,43,Sin cebolla
630,2,Plato_17,Descripción del Plato_17,19,31,2,19,Ninguna
630,2,Plato_20,Descripción del Plato_20,25,40,3,56,Ninguna
631,6,Plato_5,Descripción del Plato_5,13,22,3,46,Ninguna
632,16,Plato_15,Descripción del Plato_15,19,32,3,41,Sin cebolla
632,16,Plato_11,Descripción del Plato_11,20,33,1,47,Ninguna
633,16,Plato_2,Descripción del Plato_2,18,30,3,10,Ninguna
633,16,Plato_7,Descripción del Plato_7,14,24,2,51,Sin cebolla
633,16,Plato_5,Descripción del Plato_5,13,22,2,34,Ninguna
633,16,Plato_4,Descripción del Plato_4,10,18,3,54,Sin cebolla
634,2,Plato_5,Descripción del Plato_5,13,22,2,25,Ninguna
634,2,Plato_20,Descripción del Plato_20,25,40,3,38,Sin cebolla
634,2,Plato_1,Descripción del Plato_1,15,25,3,43,Sin cebolla
634,2,Plato_8,Descripción del Plato_8,21,35,3,51,Ninguna
635,5,Plato_9,Descripción del Plato_9,17,29,2,25,Sin cebolla
636,14,Plato_7,Descripción del Plato_7,14,24,2,45,Ninguna
636,14,Plato_12,Descripción del Plato_12,11,19,3,54,Sin cebolla
636,14,Plato_13,Descripción del Plato_13,13,21,1,52,Sin cebolla
637,6,Plato_11,Descripción del Plato_11,20,33,1,23,Sin cebolla
637,6,Plato_18,Descripción del Plato_18,20,34,1,6,Sin cebolla
637,6,Plato_1,Descripción del Plato_1,15,25,2,32,Ninguna
638,16,Plato_2,Descripción del Plato_2,18,30,3,44,Ninguna
639,8,Plato_10,Descripción del Plato_10,15,26,2,52,Ninguna
639,8,Plato_17,Descripción del Plato_17,19,31,2,29,Ninguna
639,8,Plato_12,Descripción del Plato_12,11,19,2,55,Ninguna
640,14,Plato_10,Descripción del Plato_10,15,26,3,7,Sin cebolla
640,14,Plato_13,Descripción del Plato_13,13,21,2,12,Ninguna
640,14,Plato_11,Descripción del Plato_11,20,33,3,56,Sin cebolla
641,2,Plato_9,Descripción del Plato_9,17,29,3,17,Ninguna
641,2,Plato_1,Descripción del Plato_1,15,25,3,28,Sin cebolla
641,2,Plato_14,Descripción del Plato_14,14,23,2,29,Ninguna
642,15,Plato_13,Descripción del Plato_13,13,21,3,6,Sin cebolla
642,15,Plato_10,Descripción del Plato_10,15,26,1,57,Sin cebolla
642,15,Plato_9,Descripción del Plato_9,17,29,3,18,Sin cebolla
643,17,Plato_11,Descripción del Plato_11,20,33,1,18,Ninguna
644,9,Plato_17,Descripción del Plato_17,19,31,3,51,Ninguna
645,6,Plato_11,Descripción del Plato_11,20,33,3,43,Sin cebolla
645,6,Plato_6,Descripción del Plato_6,16,27,3,54,Ninguna
646,12,Plato_8,Descripción del Plato_8,21,35,2,36,Ninguna
647,12,Plato_4,Descripción del Plato_4,10,18,2,13,Sin cebolla
647,12,Plato_17,Descripción del Plato_17,19,31,2,26,Sin cebolla
648,9,Plato_16,Descripción del Plato_16,16,28,2,47,Ninguna
649,9,Plato_9,Descripción del Plato_9,17,29,3,22,Sin cebolla
649,9,Plato_16,Descripción del Plato_16,16,28,3,40,Ninguna
649,9,Plato_1,Descripción del Plato_1,15,25,1,32,Sin cebolla
649,9,Plato_3,Descripción del Plato_3,12,20,3,15,Ninguna
650,11,Plato_13,Descripción del Plato_13,13,21,2,18,Sin cebolla
650,11,Plato_9,Descripción del Plato_9,17,29,2,35,Sin cebolla
650,11,Plato_15,Descripción del Plato_15,19,32,1,12,Sin cebolla
650,11,Plato_8,Descripción del Plato_8,21,35,3,11,Ninguna
651,16,Plato_20,Descripción del Plato_20,25,40,2,50,Ninguna
651,16,Plato_13,Descripción del Plato_13,13,21,3,9,Ninguna
651,16,Plato_11,Descripción del Plato_11,20,33,2,29,Ninguna
652,14,Plato_17,Descripción del Plato_17,19,31,2,12,Ninguna
652,14,Plato_19,Descripción del Plato_19,22,36,3,38,Sin cebolla
653,13,Plato_16,Descripción del Plato_16,16,28,3,51,Sin cebolla
653,13,Plato_2,Descripción del Plato_2,18,30,3,46,Ninguna
653,13,Plato_8,Descripción del Plato_8,21,35,2,53,Ninguna
654,12,Plato_5,Descripción del Plato_5,13,22,1,31,Ninguna
654,12,Plato_3,Descripción del Plato_3,12,20,1,13,Ninguna
655,5,Plato_17,Descripción del Plato_17,19,31,3,36,Sin cebolla
656,19,Plato_14,Descripción del Plato_14,14,23,1,13,Ninguna
656,19,Plato_3,Descripción del Plato_3,12,20,3,44,Sin cebolla
656,19,Plato_12,Descripción del Plato_12,11,19,2,39,Sin cebolla
656,19,Plato_19,Descripción del Plato_19,22,36,1,14,Ninguna
657,1,Plato_20,Descripción del Plato_20,25,40,2,55,Sin cebolla
657,1,Plato_14,Descripción del Plato_14,14,23,2,39,Sin cebolla
657,1,Plato_8,Descripción del Plato_8,21,35,2,40,Sin cebolla
658,19,Plato_15,Descripción del Plato_15,19,32,1,21,Sin cebolla
658,19,Plato_6,Descripción del Plato_6,16,27,2,27,Sin cebolla
659,9,Plato_9,Descripción del Plato_9,17,29,3,31,Ninguna
660,19,Plato_12,Descripción del Plato_12,11,19,2,24,Sin cebolla
660,19,Plato_2,Descripción del Plato_2,18,30,3,16,Ninguna
660,19,Plato_20,Descripción del Plato_20,25,40,2,5,Sin cebolla
661,16,Plato_14,Descripción del Plato_14,14,23,3,56,Sin cebolla
661,16,Plato_17,Descripción del Plato_17,19,31,1,22,Sin cebolla
661,16,Plato_1,Descripción del Plato_1,15,25,2,30,Ninguna
661,16,Plato_16,Descripción del Plato_16,16,28,2,27,Sin cebolla
662,15,Plato_7,Descripción del Plato_7,14,24,3,34,Ninguna
662,15,Plato_1,Descripción del Plato_1,15,25,1,10,Sin cebolla
662,15,Plato_19,Descripción del Plato_19,22,36,1,41,Ninguna
663,3,Plato_4,Descripción del Plato_4,10,18,2,40,Sin cebolla
663,3,Plato_9,Descripción del Plato_9,17,29,2,5,Sin cebolla
663,3,Plato_3,Descripción del Plato_3,12,20,1,42,Sin cebolla
664,20,Plato_4,Descripción del Plato_4,10,18,1,9,Ninguna
664,20,Plato_12,Descripción del Plato_12,11,19,2,42,Ninguna
664,20,Plato_5,Descripción del Plato_5,13,22,3,48,Sin cebolla
665,6,Plato_1,Descripción del Plato_1,15,25,3,25,Sin cebolla
665,6,Plato_6,Descripción del Plato_6,16,27,2,15,Sin cebolla
666,8,Plato_3,Descripción del Plato_3,12,20,2,27,Sin cebolla
667,6,Plato_19,Descripción del Plato_19,22,36,1,12,Ninguna
668,12,Plato_10,Descripción del Plato_10,15,26,3,59,Ninguna
668,12,Plato_7,Descripción del Plato_7,14,24,2,9,Sin cebolla
668,12,Plato_1,Descripción del Plato_1,15,25,3,47,Ninguna
669,10,Plato_17,Descripción del Plato_17,19,31,1,13,Sin cebolla
669,10,Plato_6,Descripción del Plato_6,16,27,2,14,Sin cebolla
669,10,Plato_15,Descripción del Plato_15,19,32,3,42,Sin cebolla
670,16,Plato_14,Descripción del Plato_14,14,23,1,26,Ninguna
670,16,Plato_8,Descripción del Plato_8,21,35,1,17,Sin cebolla
670,16,Plato_19,Descripción del Plato_19,22,36,1,32,Ninguna
671,17,Plato_8,Descripción del Plato_8,21,35,2,29,Sin cebolla
671,17,Plato_1,Descripción del Plato_1,15,25,2,32,Ninguna
671,17,Plato_15,Descripción del Plato_15,19,32,2,34,Ninguna
672,12,Plato_15,Descripción del Plato_15,19,32,3,21,Sin cebolla
672,12,Plato_13,Descripción del Plato_13,13,21,2,15,Sin cebolla
672,12,Plato_12,Descripción del Plato_12,11,19,1,42,Ninguna
673,20,Plato_20,Descripción del Plato_20,25,40,2,13,Ninguna
673,20,Plato_8,Descripción del Plato_8,21,35,3,10,Ninguna
673,20,Plato_2,Descripción del Plato_2,18,30,1,25,Ninguna
673,20,Plato_1,Descripción del Plato_1,15,25,2,45,Sin cebolla
674,1,Plato_12,Descripción del Plato_12,11,19,3,11,Ninguna
674,1,Plato_4,Descripción del Plato_4,10,18,2,12,Ninguna
674,1,Plato_17,Descripción del Plato_17,19,31,3,7,Sin cebolla
674,1,Plato_13,Descripción del Plato_13,13,21,1,35,Ninguna
675,5,Plato_1,Descripción del Plato_1,15,25,1,8,Ninguna
675,5,Plato_3,Descripción del Plato_3,12,20,3,54,Sin cebolla
675,5,Plato_19,Descripción del Plato_19,22,36,3,59,Ninguna
676,7,Plato_17,Descripción del Plato_17,19,31,1,45,Ninguna
676,7,Plato_14,Descripción del Plato_14,14,23,1,40,Sin cebolla
676,7,Plato_16,Descripción del Plato_16,16,28,1,12,Sin cebolla
676,7,Plato_13,Descripción del Plato_13,13,21,2,24,Ninguna
677,14,Plato_3,Descripción del Plato_3,12,20,2,55,Ninguna
677,14,Plato_8,Descripción del Plato_8,21,35,2,59,Sin cebolla
677,14,Plato_18,Descripción del Plato_18,20,34,1,34,Sin cebolla
678,19,Plato_9,Descripción del Plato_9,17,29,1,27,Ninguna
678,19,Plato_12,Descripción del Plato_12,11,19,3,37,Sin cebolla
678,19,Plato_8,Descripción del Plato_8,21,35,2,37,Sin cebolla
678,19,Plato_7,Descripción del Plato_7,14,24,2,20,Sin cebolla
679,9,Plato_13,Descripción del Plato_13,13,21,2,27,Sin cebolla
679,9,Plato_10,Descripción del Plato_10,15,26,1,11,Sin cebolla
679,9,Plato_16,Descripción del Plato_16,16,28,2,16,Sin cebolla
679,9,Plato_1,Descripción del Plato_1,15,25,3,52,Sin cebolla
680,5,Plato_4,Descripción del Plato_4,10,18,2,6,Sin cebolla
680,5,Plato_3,Descripción del Plato_3,12,20,3,49,Sin cebolla
680,5,Plato_11,Descripción del Plato_11,20,33,2,56,Ninguna
681,2,Plato_11,Descripción del Plato_11,20,33,1,44,Ninguna
681,2,Plato_13,Descripción del Plato_13,13,21,2,21,Sin cebolla
682,1,Plato_14,Descripción del Plato_14,14,23,1,43,Ninguna
683,2,Plato_5,Descripción del Plato_5,13,22,1,25,Sin cebolla
683,2,Plato_3,Descripción del Plato_3,12,20,2,35,Ninguna
683,2,Plato_20,Descripción del Plato_20,25,40,1,6,Sin cebolla
683,2,Plato_17,Descripción del Plato_17,19,31,2,16,Sin cebolla
684,10,Plato_19,Descripción del Plato_19,22,36,1,38,Ninguna
684,10,Plato_17,Descripción del Plato_17,19,31,1,10,Sin cebolla
684,10,Plato_10,Descripción del Plato_10,15,26,1,25,Ninguna
684,10,Plato_9,Descripción del Plato_9,17,29,3,37,Ninguna
685,5,Plato_6,Descripción del Plato_6,16,27,2,17,Sin cebolla
686,10,Plato_17,Descripción del Plato_17,19,31,2,37,Ninguna
686,10,Plato_3,Descripción del Plato_3,12,20,2,21,Sin cebolla
687,2,Plato_19,Descripción del Plato_19,22,36,2,29,Ninguna
688,3,Plato_9,Descripción del Plato_9,17,29,1,14,Sin cebolla
689,14,Plato_14,Descripción del Plato_14,14,23,3,16,Ninguna
689,14,Plato_1,Descripción del Plato_1,15,25,3,7,Ninguna
689,14,Plato_13,Descripción del Plato_13,13,21,1,6,Sin cebolla
690,15,Plato_20,Descripción del Plato_20,25,40,1,49,Ninguna
690,15,Plato_17,Descripción del Plato_17,19,31,2,16,Ninguna
690,15,Plato_16,Descripción del Plato_16,16,28,2,54,Ninguna
690,15,Plato_11,Descripción del Plato_11,20,33,1,24,Ninguna
691,19,Plato_5,Descripción del Plato_5,13,22,3,34,Ninguna
692,9,Plato_8,Descripción del Plato_8,21,35,3,33,Sin cebolla
692,9,Plato_2,Descripción del Plato_2,18,30,1,49,Ninguna
692,9,Plato_4,Descripción del Plato_4,10,18,1,11,Ninguna
692,9,Plato_3,Descripción del Plato_3,12,20,1,7,Ninguna
693,15,Plato_19,Descripción del Plato_19,22,36,1,20,Ninguna
693,15,Plato_13,Descripción del Plato_13,13,21,2,24,Ninguna
694,5,Plato_3,Descripción del Plato_3,12,20,3,20,Ninguna
694,5,Plato_4,Descripción del Plato_4,10,18,2,26,Sin cebolla
694,5,Plato_20,Descripción del Plato_20,25,40,1,40,Ninguna
694,5,Plato_13,Descripción del Plato_13,13,21,1,42,Sin cebolla
695,9,Plato_16,Descripción del Plato_16,16,28,2,30,Sin cebolla
695,9,Plato_2,Descripción del Plato_2,18,30,2,7,Sin cebolla
696,2,Plato_14,Descripción del Plato_14,14,23,2,23,Ninguna
697,4,Plato_14,Descripción del Plato_14,14,23,2,24,Ninguna
697,4,Plato_11,Descripción del Plato_11,20,33,2,41,Sin cebolla
697,4,Plato_2,Descripción del Plato_2,18,30,2,35,Sin cebolla
697,4,Plato_6,Descripción del Plato_6,16,27,1,7,Ninguna
698,19,Plato_6,Descripción del Plato_6,16,27,1,55,Sin cebolla
698,19,Plato_10,Descripción del Plato_10,15,26,1,12,Sin cebolla
698,19,Plato_14,Descripción del Plato_14,14,23,3,19,Sin cebolla
698,19,Plato_13,Descripción del Plato_13,13,21,3,15,Sin cebolla
699,8,Plato_9,Descripción del Plato_9,17,29,2,11,Sin cebolla
700,8,Plato_18,Descripción del Plato_18,20,34,3,37,Sin cebolla
700,8,Plato_10,Descripción del Plato_10,15,26,3,35,Sin cebolla
700,8,Plato_6,Descripción del Plato_6,16,27,2,14,Sin cebolla
